ID;Sex;Age;Height;Weight;NOC;Year;Sport;Medal
68415;M;36;183;88.5;FIN;2010;Ice Hockey;Bronze
68424;F;25;160;58;FIN;1998;Ice Hockey;Bronze
68433;M;31;178;80;FIN;1988;Ice Hockey;Silver
68437;M;30;193;91;FIN;2014;Ice Hockey;Bronze
68440;F;21;165;54;FIN;1964;Cross Country Skiing;Silver
68440;F;21;165;54;FIN;1964;Cross Country Skiing;Bronze
68551;M;24;189;88;GER;2002;Luge;Gold
68551;M;32;189;88;GER;2010;Luge;Bronze
68638;M;36;192;102;CAN;2002;Ice Hockey;Gold
68791;F;30;163;51;SUI;2002;Cross Country Skiing;Bronze
68857;M;25;186;85;FIN;2010;Ice Hockey;Bronze
68857;M;29;186;85;FIN;2014;Ice Hockey;Bronze
69006;M;25;170;70;GER;2014;Biathlon;Silver
69006;M;25;170;70;GER;2014;Biathlon;Silver
69058;F;29;167;62;SUI;2006;Freestyle Skiing;Gold
69096;M;32;181;90;SUI;1972;Bobsleigh;Gold
69109;M;22;180;74;URS;1988;Nordic Combined;Bronze
69393;M;22;174;76;CHN;1998;Short Track Speed Skating;Silver
69393;M;22;174;76;CHN;1998;Short Track Speed Skating;Bronze
69393;M;26;174;76;CHN;2002;Short Track Speed Skating;Silver
69393;M;26;174;76;CHN;2002;Short Track Speed Skating;Bronze
69393;M;30;174;76;CHN;2006;Short Track Speed Skating;Bronze
69397;F;27;160;55;CHN;2014;Short Track Speed Skating;Gold
69458;F;23;160;52;CHN;2006;Freestyle Skiing;Silver
69458;F;27;160;52;CHN;2010;Freestyle Skiing;Silver
69559;M;18;173;65;CHN;2002;Short Track Speed Skating;Bronze
69644;M;23;181;86;TCH;1984;Ice Hockey;Silver
69644;M;31;181;86;TCH;1992;Ice Hockey;Bronze
69694;F;22;167;57;NOR;1994;Freestyle Skiing;Bronze
69714;M;35;188;88;SWE;2006;Ice Hockey;Gold
69796;M;21;180;86;USA;2006;Alpine Skiing;Gold
69796;M;29;180;86;USA;2014;Alpine Skiing;Gold
69822;M;28;179;66.5;FIN;1932;Cross Country Skiing;Silver
69841;F;28;168;65;RUS;2006;Speed Skating;Bronze
70033;M;27;190;87;SWE;2006;Cross Country Skiing;Gold
70033;M;27;190;87;SWE;2006;Cross Country Skiing;Gold
70041;M;24;181;83;FIN;1998;Ice Hockey;Bronze
70047;F;35;163;64;SWE;2006;Curling;Gold
70047;F;39;163;64;SWE;2010;Curling;Gold
70052;F;23;165;62;SWE;1998;Curling;Bronze
70061;M;24;187;86;CAN;1992;Ice Hockey;Silver
70064;M;28;179;76;SWE;2014;Curling;Bronze
70084;F;25;165;73;SWE;2002;Ice Hockey;Bronze
70084;F;29;165;73;SWE;2006;Ice Hockey;Silver
70087;M;20;174;71;SWE;1980;Ice Hockey;Bronze
70091;M;27;185;84;SWE;1984;Ice Hockey;Bronze
70156;F;23;159;50;SWE;1994;Freestyle Skiing;Silver
70171;F;22;175;72;USA;1992;Alpine Skiing;Silver
70198;M;31;180;80;SWE;1988;Ice Hockey;Bronze
70224;F;27;169;68;SWE;2006;Ice Hockey;Silver
70239;M;18;193;107;CAN;1992;Ice Hockey;Silver
70239;M;28;193;107;CAN;2002;Ice Hockey;Gold
70267;F;22;186;80;FIN;2010;Ice Hockey;Bronze
70288;F;22;173;64;SWE;2002;Ice Hockey;Bronze
70289;M;18;179;60;FIN;2002;Ski Jumping;Silver
70312;M;24;184;85;AUT;2006;Luge;Gold
70312;M;28;184;85;AUT;2010;Luge;Gold
70312;M;32;184;85;AUT;2014;Luge;Silver
70313;M;23;177;75;AUT;2006;Luge;Gold
70313;M;27;177;75;AUT;2010;Luge;Gold
70313;M;31;177;75;AUT;2014;Luge;Silver
70326;F;24;165;52;URS;1980;Figure Skating;Gold
70400;F;15;147;36;USA;1998;Figure Skating;Gold
70443;M;27;180;70;NOR;1984;Biathlon;Silver
70682;F;28;165;60;CHN;2010;Curling;Bronze
70708;M;24;175;72;CHN;2010;Freestyle Skiing;Bronze
70718;M;25;183;84;SWE;2006;Ice Hockey;Gold
70795;M;29;177;56;NOR;2006;Ski Jumping;Bronze
70795;M;29;177;56;NOR;2006;Ski Jumping;Bronze
70902;F;28;165;46;RUS;2002;Figure Skating;Silver
70907;M;26;180;79;URS;1980;Speed Skating;Bronze
70941;F;20;178;69;RUS;2006;Speed Skating;Bronze
70941;F;28;178;69;RUS;2014;Speed Skating;Bronze
70950;M;20;190;90;GER;2010;Luge;Gold
70950;M;24;190;90;GER;2014;Luge;Gold
70950;M;24;190;90;GER;2014;Luge;Gold
70960;M;24;172;78;SUI;1992;Alpine Skiing;Bronze
70961;M;38;184;88;GER;1992;Bobsleigh;Silver
70994;M;33;180;67;USA;2010;Nordic Combined;Silver
71016;M;22;183;83;SWE;1992;Biathlon;Bronze
71016;M;22;183;83;SWE;1992;Biathlon;Bronze
71021;M;32;180;75;SWE;1980;Ice Hockey;Bronze
71033;F;20;178;82;USA;2014;Freestyle Skiing;Silver
71036;M;22;178;77;CAN;1956;Ice Hockey;Bronze
71100;M;30;180;62;AUT;2010;Ski Jumping;Gold
71116;M;26;170;75;URS;1960;Ice Hockey;Bronze
71116;M;30;170;75;URS;1964;Ice Hockey;Gold
71128;M;23;178;80;URS;1988;Ice Hockey;Gold
71245;M;29;157;53.5;FIN;1952;Cross Country Skiing;Bronze
71245;M;29;157;53.5;FIN;1952;Cross Country Skiing;Gold
71265;M;33;178;80;SWE;1994;Ice Hockey;Gold
71277;F;26;165;64;USA;1998;Ice Hockey;Gold
71277;F;30;165;64;USA;2002;Ice Hockey;Silver
71580;M;37;180;81;SUI;1998;Curling;Gold
71775;M;27;185;89;CAN;1994;Ice Hockey;Silver
71967;M;24;185;82;TCH;1992;Ice Hockey;Bronze
72051;M;26;179;76;GER;1994;Biathlon;Silver
72051;M;26;179;76;GER;1994;Biathlon;Gold
72051;M;30;179;76;GER;1998;Biathlon;Gold
72051;M;34;179;76;GER;2002;Biathlon;Silver
72051;M;34;179;76;GER;2002;Biathlon;Silver
72054;M;27;175;65;GDR;1972;Nordic Combined;Bronze
72066;M;22;185;85;SWE;1980;Ice Hockey;Bronze
72115;M;27;184;98;CAN;1998;Bobsleigh;Gold
72115;M;35;184;98;CAN;2006;Bobsleigh;Silver
72167;M;29;178;75;TCH;1984;Ice Hockey;Silver
72220;M;21;185;92;FIN;1988;Ice Hockey;Silver
72220;M;31;185;92;FIN;1998;Ice Hockey;Bronze
72249;F;34;169;66;SWE;2006;Curling;Gold
72249;F;38;169;66;SWE;2010;Curling;Gold
72270;M;24;175;66;SWE;1972;Cross Country Skiing;Gold
72272;M;22;181;68;NOR;1992;Nordic Combined;Silver
72272;M;24;181;68;NOR;1994;Nordic Combined;Silver
72272;M;24;181;68;NOR;1994;Nordic Combined;Gold
72272;M;28;181;68;NOR;1998;Nordic Combined;Gold
72276;F;20;172;86;SWE;2006;Ice Hockey;Silver
72321;M;24;184;73;SWE;1980;Ice Hockey;Bronze
72346;M;23;185;87;SWE;2006;Ice Hockey;Gold
72346;M;31;185;87;SWE;2014;Ice Hockey;Silver
72349;M;29;178;80;SWE;1980;Ice Hockey;Bronze
72365;M;29;180;79;SWE;1964;Ice Hockey;Silver
72407;M;30;190;93;CAN;2010;Ice Hockey;Gold
72407;M;34;190;93;CAN;2014;Ice Hockey;Gold
72445;F;21;167;49;FRG;1980;Figure Skating;Bronze
72481;M;23;185;86;URS;1972;Ice Hockey;Gold
72481;M;27;185;86;URS;1976;Ice Hockey;Gold
72496;M;20;176;73;SUI;1980;Alpine Skiing;Bronze
72520;F;24;174;65;SUI;2014;Ice Hockey;Bronze
72590;M;31;183;84;URS;1976;Ice Hockey;Gold
72599;M;28;185;92;FIN;2006;Ice Hockey;Silver
72599;M;32;185;92;FIN;2010;Ice Hockey;Bronze
72649;F;18;158;49;USA;1972;Figure Skating;Bronze
72671;M;24;188;73;USA;2010;Figure Skating;Gold
72798;M;19;187;89;FIN;2014;Ice Hockey;Bronze
72799;F;24;169;58;FIN;1984;Cross Country Skiing;Bronze
72799;F;28;169;58;FIN;1988;Cross Country Skiing;Bronze
72870;F;27;160;52;GBR;2002;Curling;Gold
72896;M;30;182;98;CAN;1998;Bobsleigh;Gold
72923;M;21;178;80;TCH;1968;Ice Hockey;Silver
72923;M;25;178;80;TCH;1972;Ice Hockey;Bronze
72923;M;29;178;80;TCH;1976;Ice Hockey;Silver
73001;M;38;188;95;CAN;2002;Ice Hockey;Gold
73040;M;26;182;86;CAN;1968;Ice Hockey;Bronze
73102;F;23;163;63;CAN;2006;Ice Hockey;Gold
73102;F;27;163;63;CAN;2010;Ice Hockey;Gold
73112;M;24;178;84;CAN;1968;Ice Hockey;Bronze
73197;M;27;177;77;AUT;1992;Alpine Skiing;Bronze
73295;M;29;182;77;EST;2002;Cross Country Skiing;Bronze
73357;M;32;174;65;CZE;2010;Cross Country Skiing;Bronze
73454;F;19;160;53;CAN;1972;Figure Skating;Silver
73481;F;19;159;52;ITA;1984;Alpine Skiing;Gold
73609;M;22;175;77;USA;1980;Alpine Skiing;Silver
73609;M;26;175;77;USA;1984;Alpine Skiing;Gold
73610;M;26;176;77;USA;1984;Alpine Skiing;Silver
73639;M;25;192;87;NOR;1964;Speed Skating;Bronze
73639;M;25;192;87;NOR;1964;Speed Skating;Silver
73639;M;29;192;87;NOR;1968;Speed Skating;Gold
73639;M;29;192;87;NOR;1968;Speed Skating;Silver
73643;M;25;180;90;AUT;1998;Alpine Skiing;Gold
73643;M;25;180;90;AUT;1998;Alpine Skiing;Gold
73643;M;33;180;90;AUT;2006;Alpine Skiing;Silver
73643;M;33;180;90;AUT;2006;Alpine Skiing;Bronze
73699;M;24;176;83;ITA;1964;Luge;Bronze
73729;M;27;183;78;ITA;1998;Cross Country Skiing;Silver
73729;M;31;183;78;ITA;2002;Cross Country Skiing;Silver
73732;M;28;184;72;SWE;1992;Cross Country Skiing;Bronze
73742;F;30;176;65;SLO;2010;Cross Country Skiing;Bronze
73815;M;21;178;77;URS;1984;Figure Skating;Bronze
73818;M;21;170;77;URS;1980;Ice Hockey;Silver
73818;M;25;170;77;URS;1984;Ice Hockey;Gold
73818;M;29;170;77;URS;1988;Ice Hockey;Gold
73836;M;28;188;86.5;FIN;1994;Ice Hockey;Bronze
73837;M;25;181;70;FIN;1952;Cross Country Skiing;Silver
73837;M;25;181;70;FIN;1952;Cross Country Skiing;Gold
73840;M;31;170;86;FIN;2006;Curling;Silver
73911;M;22;181;78;CAN;2010;Speed Skating;Gold
73958;M;23;193;105;EUN;1992;Ice Hockey;Gold
73958;M;33;193;105;RUS;2002;Ice Hockey;Bronze
74063;M;30;196;103;CZE;2006;Ice Hockey;Bronze
74107;M;18;186;82;URS;1984;Speed Skating;Silver
74107;M;18;186;82;URS;1984;Speed Skating;Gold
74175;M;25;168;62;USA;2010;Short Track Speed Skating;Bronze
74175;M;29;168;62;USA;2014;Short Track Speed Skating;Silver
74179;M;30;193;100;USA;2010;Ice Hockey;Silver
74201;F;25;178;71;CAN;2006;Snowboarding;Bronze
74201;F;33;178;71;CAN;2014;Snowboarding;Silver
74202;F;23;165;62;CAN;2014;Short Track Speed Skating;Silver
74203;M;22;175;77;URS;1972;Ice Hockey;Gold
74203;M;26;175;77;URS;1976;Ice Hockey;Gold
74203;M;30;175;77;URS;1980;Ice Hockey;Silver
74228;M;26;184;77;RUS;2014;Biathlon;Gold
74234;M;30;182;78;URS;1968;Biathlon;Gold
74234;M;34;182;78;URS;1972;Biathlon;Gold
74318;F;21;168;64;USA;2006;Alpine Skiing;Gold
74318;F;25;168;64;USA;2010;Alpine Skiing;Silver
74318;F;25;168;64;USA;2010;Alpine Skiing;Silver
74318;F;29;168;64;USA;2014;Alpine Skiing;Bronze
74334;M;20;190;92;CAN;1992;Ice Hockey;Silver
74460;M;27;185;72;FRA;2014;Cross Country Skiing;Bronze
74471;M;21;181;80;GER;1992;Luge;Silver
74479;F;22;152;49;CAN;1988;Figure Skating;Silver
74509;M;19;189;83;FIN;1998;Nordic Combined;Silver
74509;M;23;189;83;FIN;2002;Nordic Combined;Gold
74509;M;27;189;83;FIN;2006;Nordic Combined;Bronze
74618;M;26;189;73;FIN;1998;Nordic Combined;Silver
74618;M;30;189;73;FIN;2002;Nordic Combined;Gold
74629;M;22;170;65;FIN;1960;Cross Country Skiing;Gold
74629;M;26;170;65;FIN;1964;Cross Country Skiing;Gold
74629;M;26;170;65;FIN;1964;Cross Country Skiing;Gold
74629;M;26;170;65;FIN;1964;Cross Country Skiing;Silver
74629;M;30;170;65;FIN;1968;Cross Country Skiing;Silver
74629;M;30;170;65;FIN;1968;Cross Country Skiing;Bronze
74629;M;30;170;65;FIN;1968;Cross Country Skiing;Bronze
74945;M;27;178;71;ITA;2002;Figure Skating;Bronze
74987;M;34;171;70;FRA;2002;Biathlon;Bronze
75084;M;28;187;80;RUS;2006;Figure Skating;Gold
75181;M;25;185;86;RUS;2002;Ice Hockey;Bronze
75239;M;30;188;95;CAN;2010;Ice Hockey;Gold
75239;M;34;188;95;CAN;2014;Ice Hockey;Gold
75248;F;30;158;50;SWE;1998;Curling;Bronze
75433;M;20;172;75;USA;2010;Speed Skating;Silver
75499;M;25;176;85;SUI;1976;Bobsleigh;Silver
75499;M;29;176;85;SUI;1980;Bobsleigh;Silver
75540;M;24;173;77;USA;1998;Luge;Bronze
75540;M;28;173;77;USA;2002;Luge;Silver
75541;M;26;178;95;CAN;1956;Ice Hockey;Bronze
75541;M;30;178;95;CAN;1960;Ice Hockey;Silver
75572;M;21;173;74;ITA;1992;Alpine Skiing;Silver
75588;M;35;185;93;CAN;2002;Curling;Silver
75588;M;43;185;93;CAN;2010;Curling;Gold
75628;F;35;167;71;GBR;2002;Curling;Gold
75654;F;15;166;68;SWE;2002;Ice Hockey;Bronze
75654;F;19;166;68;SWE;2006;Ice Hockey;Silver
75667;M;22;173;84;TCH;1972;Ice Hockey;Bronze
75667;M;26;173;84;TCH;1976;Ice Hockey;Silver
75872;F;29;158;48;FRA;2014;Freestyle Skiing;Silver
75913;M;25;182;76;NOR;1968;Cross Country Skiing;Silver
75913;M;25;182;76;NOR;1968;Cross Country Skiing;Gold
75913;M;33;182;76;NOR;1976;Cross Country Skiing;Silver
75919;F;28;172;62;SWE;1964;Cross Country Skiing;Silver
75919;F;32;172;62;SWE;1968;Cross Country Skiing;Silver
75959;F;25;169;69;SUI;2014;Ice Hockey;Bronze
75962;F;25;168;72;SUI;2014;Ice Hockey;Bronze
76010;F;22;173;75;USA;2010;Ice Hockey;Silver
76010;F;26;173;75;USA;2014;Ice Hockey;Silver
76124;F;18;168;58;TCH;1968;Figure Skating;Bronze
76142;F;23;176;69;FRA;1992;Alpine Skiing;Bronze
76142;F;29;176;69;FRA;1998;Alpine Skiing;Bronze
76174;M;25;180;80;TCH;1968;Ice Hockey;Silver
76345;M;24;170;67;USA;1956;Ice Hockey;Silver
76467;F;19;174;63;FIN;1984;Cross Country Skiing;Bronze
76467;F;23;174;63;FIN;1988;Cross Country Skiing;Gold
76467;F;23;174;63;FIN;1988;Cross Country Skiing;Bronze
76467;F;23;174;63;FIN;1988;Cross Country Skiing;Bronze
76632;M;19;174;70;AUT;1968;Alpine Skiing;Bronze
76633;M;27;192;100;AUT;2010;Freestyle Skiing;Silver
76635;M;34;190;90;AUT;2014;Alpine Skiing;Gold
76645;F;18;165;57;FRA;2014;Ski Jumping;Bronze
76714;M;22;183;70;SUI;1972;Alpine Skiing;Bronze
76719;F;28;165;70;GER;2010;Speed Skating;Gold
76957;M;22;185;86;USA;1956;Ice Hockey;Silver
76957;M;26;185;86;USA;1960;Ice Hockey;Gold
76974;M;22;180;97;AUT;1994;Alpine Skiing;Bronze
76974;M;26;180;97;AUT;1998;Alpine Skiing;Bronze
76975;M;26;183;91;CAN;1994;Ice Hockey;Silver
76991;M;23;179;87;AUT;2014;Alpine Skiing;Gold
77002;M;19;178;68;USA;2002;Freestyle Skiing;Silver
77015;M;29;170;70;RUS;1998;Biathlon;Bronze
77015;M;33;170;70;RUS;2002;Biathlon;Bronze
77040;M;25;176;72;URS;1964;Ice Hockey;Gold
77040;M;29;176;72;URS;1968;Ice Hockey;Gold
77041;M;25;172;72;URS;1964;Ice Hockey;Gold
77079;F;26;172;68;SLO;2010;Alpine Skiing;Silver
77079;F;26;172;68;SLO;2010;Alpine Skiing;Silver
77079;F;30;172;68;SLO;2014;Alpine Skiing;Gold
77079;F;30;172;68;SLO;2014;Alpine Skiing;Gold
77162;M;24;170;55;POL;2002;Ski Jumping;Bronze
77162;M;24;170;55;POL;2002;Ski Jumping;Silver
77162;M;32;170;55;POL;2010;Ski Jumping;Silver
77162;M;32;170;55;POL;2010;Ski Jumping;Silver
77264;M;29;178;82;CAN;1924;Ice Hockey;Gold
77272;M;29;175;72;CAN;1988;Figure Skating;Bronze
77298;M;24;185;89;USA;1960;Ice Hockey;Gold
77326;M;22;178;82;USA;1980;Ice Hockey;Gold
77378;F;23;175;77;CAN;1998;Ice Hockey;Silver
77432;F;32;170;95;CAN;1998;Curling;Gold
77445;M;23;178;80;USA;1964;Speed Skating;Gold
77445;M;27;178;80;USA;1968;Speed Skating;Silver
77502;M;22;183;86;USA;1972;Ice Hockey;Silver
77510;F;33;162;61;CAN;2014;Curling;Gold
77559;M;23;183;86;USA;1972;Ice Hockey;Silver
77645;F;28;173;61;USA;1994;Freestyle Skiing;Silver
77649;F;26;178;66;CAN;2010;Freestyle Skiing;Gold
77699;M;25;190;86;CAN;1956;Ice Hockey;Bronze
77751;M;33;185;95;USA;1956;Ice Hockey;Silver
77776;F;22;173;59;USA;2010;Ice Hockey;Silver
77881;M;20;180;72;CAN;2014;Snowboarding;Bronze
77972;M;23;190;96;USA;1960;Ice Hockey;Gold
77984;F;19;173;59;USA;1952;Alpine Skiing;Gold
77984;F;19;173;59;USA;1952;Alpine Skiing;Gold
78109;F;29;158;56;RUS;2006;Cross Country Skiing;Bronze
78109;F;29;158;56;RUS;2006;Cross Country Skiing;Gold
78111;M;23;173;66;URS;1988;Biathlon;Silver
78111;M;23;173;66;URS;1988;Biathlon;Silver
78111;M;23;173;66;URS;1988;Biathlon;Gold
78111;M;27;173;66;EUN;1992;Biathlon;Silver
78231;M;25;181;97;SUI;1988;Bobsleigh;Gold
78231;M;31;181;97;SUI;1994;Bobsleigh;Silver
78295;M;25;176;70;GDR;1972;Biathlon;Bronze
78307;F;24;165;62;AUT;1998;Alpine Skiing;Bronze
78307;F;24;165;62;AUT;1998;Alpine Skiing;Silver
78307;F;32;165;62;AUT;2006;Alpine Skiing;Bronze
78376;M;30;172;74;URS;1964;Biathlon;Gold
78383;M;25;189;95;LAT;2014;Bobsleigh;Silver
78490;M;22;183;84;USA;1972;Ice Hockey;Silver
78498;F;23;174;64;RUS;1998;Biathlon;Silver
78510;F;20;167;55;EUN;1992;Biathlon;Bronze
78791;M;26;180;73;GDR;1976;Biathlon;Bronze
78864;M;23;170;70;USA;1956;Ice Hockey;Silver
78864;M;27;170;70;USA;1960;Ice Hockey;Gold
78920;F;28;160;57;FRA;1992;Alpine Skiing;Silver
78979;F;28;166;68;FIN;2010;Ice Hockey;Bronze
78993;F;25;165;66;USA;1998;Ice Hockey;Gold
78993;F;29;165;66;USA;2002;Ice Hockey;Silver
79034;M;31;188;98;USA;2010;Bobsleigh;Gold
79041;M;33;180;78;AUT;2010;Biathlon;Silver
79041;M;37;180;78;AUT;2014;Biathlon;Bronze
79063;M;28;176;75;AUT;1968;Alpine Skiing;Bronze
79063;M;32;176;75;AUT;1972;Alpine Skiing;Bronze
79136;M;24;176;71;FRG;1976;Ice Hockey;Bronze
79158;F;24;183;74;SUI;2006;Snowboarding;Gold
79176;M;24;180;78;GDR;1988;Speed Skating;Gold
79176;M;24;180;78;GDR;1988;Speed Skating;Silver
79176;M;28;180;78;GER;1992;Speed Skating;Gold
79244;F;25;170;82;USA;2010;Bobsleigh;Bronze
79244;F;29;170;82;USA;2014;Bobsleigh;Silver
79249;F;21;163;59;USA;1968;Speed Skating;Silver
79492;M;26;184;86;FRA;2014;Freestyle Skiing;Bronze
79514;M;26;197;100;FIN;1976;Cross Country Skiing;Gold
79514;M;30;197;100;FIN;1980;Cross Country Skiing;Silver
79514;M;30;197;100;FIN;1980;Cross Country Skiing;Silver
79514;M;30;197;100;FIN;1980;Cross Country Skiing;Bronze
79514;M;34;197;100;FIN;1984;Cross Country Skiing;Bronze
79515;M;29;183;86;FIN;2010;Ice Hockey;Bronze
79518;M;22;176;72;FIN;1972;Nordic Combined;Silver
79599;M;25;171;56;JPN;1992;Nordic Combined;Gold
79635;M;27;175;79;URS;1972;Ice Hockey;Gold
79635;M;31;175;79;URS;1976;Ice Hockey;Gold
79635;M;35;175;79;URS;1980;Ice Hockey;Silver
79680;F;25;175;67;CAN;2010;Ice Hockey;Gold
79680;F;29;175;67;CAN;2014;Ice Hockey;Gold
79682;M;26;170;62;NOR;1988;Cross Country Skiing;Silver
79685;M;23;180;82.5;FIN;1988;Ice Hockey;Silver
79779;M;29;187;86;SWE;1964;Ice Hockey;Silver
79865;M;30;190;91;USA;2002;Ice Hockey;Silver
79875;M;24;188;91;USA;2002;Alpine Skiing;Silver
79875;M;24;188;91;USA;2002;Alpine Skiing;Silver
79875;M;32;188;91;USA;2010;Alpine Skiing;Bronze
79875;M;32;188;91;USA;2010;Alpine Skiing;Silver
79875;M;32;188;91;USA;2010;Alpine Skiing;Gold
79875;M;36;188;91;USA;2014;Alpine Skiing;Bronze
79935;M;29;188;76;USA;2010;Ice Hockey;Silver
80156;M;30;180;90;FRA;1998;Bobsleigh;Bronze
80213;F;18;161;60;FRA;1968;Alpine Skiing;Silver
80285;M;25;190;106;RUS;1998;Ice Hockey;Silver
80285;M;29;190;106;RUS;2002;Ice Hockey;Bronze
80286;M;26;188;87;EUN;1992;Ice Hockey;Gold
80286;M;32;188;87;RUS;1998;Ice Hockey;Silver
80328;F;24;173;66;GER;1992;Biathlon;Silver
80328;F;24;173;66;GER;1992;Biathlon;Gold
80328;F;24;173;66;GER;1992;Biathlon;Silver
80328;F;26;173;66;GER;1994;Biathlon;Silver
80330;M;26;190;90;URS;1968;Ice Hockey;Gold
80330;M;30;190;90;URS;1972;Ice Hockey;Gold
80341;F;21;159;50;EUN;1992;Figure Skating;Gold
80341;F;23;159;50;RUS;1994;Figure Skating;Silver
80367;M;29;186;80;FRA;2014;Alpine Skiing;Silver
80395;M;28;183;86;CAN;1998;Curling;Silver
80515;F;25;159;55;FRG;1976;Alpine Skiing;Gold
80515;F;25;159;55;FRG;1976;Alpine Skiing;Silver
80515;F;25;159;55;FRG;1976;Alpine Skiing;Gold
80516;F;33;158;51;GER;1998;Freestyle Skiing;Silver
80551;M;23;178;72;JPN;1992;Speed Skating;Bronze
80682;F;22;180;73;USA;1998;Ice Hockey;Gold
80682;F;26;180;73;USA;2002;Ice Hockey;Silver
80720;M;20;177;80;KOR;2010;Speed Skating;Gold
80720;M;20;177;80;KOR;2010;Speed Skating;Silver
80725;M;22;189;74;NOR;2006;Nordic Combined;Bronze
80725;M;22;189;74;NOR;2006;Nordic Combined;Silver
80725;M;30;189;74;NOR;2014;Nordic Combined;Silver
80725;M;30;189;74;NOR;2014;Nordic Combined;Gold
80757;M;26;187;84;ITA;1956;Bobsleigh;Silver
80781;M;31;190;93;USA;2002;Ice Hockey;Silver
80794;M;31;193;99;SWE;2006;Ice Hockey;Gold
80815;M;23;178;89;USA;1994;Alpine Skiing;Gold
80815;M;23;178;89;USA;1994;Alpine Skiing;Silver
80827;F;26;167;58;NOR;1994;Cross Country Skiing;Silver
80827;F;30;167;58;NOR;1998;Cross Country Skiing;Bronze
80827;F;30;167;58;NOR;1998;Cross Country Skiing;Silver
80827;F;34;167;58;NOR;2002;Cross Country Skiing;Bronze
80827;F;34;167;58;NOR;2002;Cross Country Skiing;Silver
80861;M;18;180;86;URS;1988;Ice Hockey;Gold
80866;M;24;174;69;SWE;1988;Cross Country Skiing;Gold
81017;M;22;168;75;CAN;2010;Figure Skating;Gold
81017;M;26;168;75;CAN;2014;Figure Skating;Silver
81017;M;26;168;75;CAN;2014;Figure Skating;Silver
81121;M;23;181;80;SWE;1980;Ice Hockey;Bronze
81121;M;31;181;80;SWE;1988;Ice Hockey;Bronze
81187;M;28;188;90;GER;2010;Luge;Silver
81423;M;23;155;77;CAN;1932;Ice Hockey;Gold
81496;M;24;180;77;CAN;1968;Ice Hockey;Bronze
81547;M;30;175;75;CAN;2010;Skeleton;Gold
81556;M;28;172;73;ITA;1956;Bobsleigh;Silver
81556;M;28;172;73;ITA;1956;Bobsleigh;Silver
81556;M;36;172;73;ITA;1964;Bobsleigh;Bronze
81556;M;36;172;73;ITA;1964;Bobsleigh;Bronze
81556;M;40;172;73;ITA;1968;Bobsleigh;Gold
81556;M;40;172;73;ITA;1968;Bobsleigh;Gold
81568;F;28;164;73;FRA;2002;Alpine Skiing;Gold
81665;F;30;173;77;CAN;2010;Curling;Silver
81689;F;21;149;45;CAN;2014;Figure Skating;Silver
81845;M;24;182;90;CZE;1998;Ice Hockey;Gold
81846;M;29;181;72;CZE;2014;Biathlon;Silver
81846;M;29;181;72;CZE;2014;Biathlon;Silver
81846;M;29;181;72;CZE;2014;Biathlon;Bronze
81935;M;28;177;81;SUI;1992;Bobsleigh;Bronze
82059;M;19;184;67;AUT;2006;Ski Jumping;Gold
82059;M;19;184;67;AUT;2006;Ski Jumping;Gold
82059;M;23;184;67;AUT;2010;Ski Jumping;Gold
82059;M;27;184;67;AUT;2014;Ski Jumping;Silver
82111;M;23;176;72;RUS;2010;Cross Country Skiing;Bronze
82196;F;23;163;61;ITA;1998;Cross Country Skiing;Bronze
82215;M;20;185;82;RUS;1998;Ice Hockey;Silver
82243;M;29;171;67;AUS;2014;Freestyle Skiing;Silver
82258;M;31;188;84;CAN;2010;Curling;Gold
82287;M;20;183;81;CAN;2006;Speed Skating;Silver
82287;M;24;183;81;CAN;2010;Speed Skating;Gold
82287;M;28;183;81;CAN;2014;Speed Skating;Silver
82287;M;28;183;81;CAN;2014;Speed Skating;Bronze
82303;M;31;180;96;CAN;2010;Ice Hockey;Gold
82306;M;23;193;95;USA;1980;Ice Hockey;Gold
82337;M;24;178;87;SWE;1984;Ice Hockey;Bronze
82357;F;34;172;66;GBR;2002;Curling;Gold
82381;M;29;177;78;CAN;2014;Figure Skating;Silver
82388;M;22;180;82;USA;1998;Freestyle Skiing;Gold
82397;M;21;181;67;AUT;1994;Ski Jumping;Bronze
82405;F;26;175;72;SUI;2006;Curling;Silver
82412;F;18;170;59;AUT;1972;Alpine Skiing;Silver
82412;F;18;170;59;AUT;1972;Alpine Skiing;Silver
82412;F;26;170;59;AUT;1980;Alpine Skiing;Gold
82526;M;21;178;75;CAN;1968;Ice Hockey;Bronze
82600;F;19;167;68;USA;1998;Ice Hockey;Gold
82600;F;23;167;68;USA;2002;Ice Hockey;Silver
82691;F;25;165;64;USA;1998;Ice Hockey;Gold
82726;F;31;178;72;CAN;2010;Bobsleigh;Gold
82726;F;35;178;72;CAN;2014;Bobsleigh;Gold
82761;F;27;168;57;NOR;1968;Cross Country Skiing;Silver
82761;F;27;168;57;NOR;1968;Cross Country Skiing;Gold
82761;F;31;168;57;NOR;1972;Cross Country Skiing;Bronze
82869;M;21;180;77;USA;1976;Speed Skating;Gold
82932;F;23;173;66;GBR;2014;Curling;Bronze
82954;F;24;158;53;URS;1972;Cross Country Skiing;Gold
82993;M;27;184;82;NED;2014;Speed Skating;Gold
82993;M;27;184;82;NED;2014;Speed Skating;Bronze
82994;M;27;185;80;NED;2014;Speed Skating;Bronze
83036;F;15;162;50;SUI;2014;Ice Hockey;Bronze
